"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test complete flow from signup to live chat with various message types","36067","Test New User Live Chat with Message Types","tests","Mon Aug 25 12:55:46 IST 2025","failed","Mon Aug 25 12:56:22 IST 2025","TestAdvisorLogin","tc_01_new_user","",""
